goos: linux
goarch: amd64
pkg: go.opentelemetry.io/otel/sdk/metric/internal/aggregate
cpu: Intel(R) Core(TM) i7-8550U CPU @ 1.80GHz
BenchmarkSum/Int64/Cumulative/1/Measure-8         	12832801	        84.19 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1078 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1079 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1072 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1105 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1128 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	  994906	      1119 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1041 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1060 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1123647	      1073 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  266772	      4557 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  288816	      4659 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  240044	      4577 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  302907	      4622 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  304759	      4573 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  296655	      4547 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  292946	      4578 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  306622	      4725 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  301369	      4477 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  263808	      4650 ns/op	     740 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  115377	     11395 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  120253	     11330 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  119737	     10735 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  118880	     10720 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  115844	     10651 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  117028	     10553 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  115076	     10766 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  118269	     11016 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  110619	     10935 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  119504	     10941 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   28315	     44824 ns/op	    8138 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   28339	     42944 ns/op	    8140 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   26726	     43716 ns/op	    8135 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   28408	     45537 ns/op	    8136 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   27817	     44962 ns/op	    8138 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   28106	     43484 ns/op	    8139 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   28996	     43488 ns/op	    8135 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   29072	     45200 ns/op	    8136 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   28354	     43150 ns/op	    8137 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   28444	     45076 ns/op	    8137 B/op	      11 allocs/op
PASS
ok  	go.opentelemetry.io/otel/sdk/metric/internal/aggregate	1519.546s
