goos: linux
goarch: amd64
pkg: go.opentelemetry.io/otel/sdk/metric/internal/aggregate
cpu: Intel(R) Core(TM) i7-8550U CPU @ 1.80GHz
BenchmarkSum/Int64/Cumulative/1/Measure-8         	12132796	        93.97 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/1/ComputeAggregation-8            	 1600748	       868.2 ns/op	     384 B/op	       4 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	  981523	      1203 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1179 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1181 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1174 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1163 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1028017	      1178 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1175 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	  867897	      1267 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	 1000000	      1254 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/Measure-8                      	  951024	      1149 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  231246	      4972 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  269583	      4982 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  276840	      5103 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  264648	      5176 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  267468	      5138 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  281400	      4950 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  276787	      4984 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  263457	      5090 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  260110	      5151 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/10/ComputeAggregation-8           	  270080	      5163 ns/op	    1732 B/op	       5 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  106506	     12718 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  106209	     11611 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  107492	     12524 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  112300	     12123 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  110745	     11931 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  111355	     11645 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  109742	     12077 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	   98926	     11925 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  111117	     12451 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/Measure-8                     	  106148	     11396 ns/op	       0 B/op	       0 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   24028	     50337 ns/op	   17835 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   25474	     47170 ns/op	   17831 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   26391	     48678 ns/op	   17831 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   26454	     46843 ns/op	   17834 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   25750	     48428 ns/op	   17833 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   25200	     48526 ns/op	   17834 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   26354	     48487 ns/op	   17836 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   25105	     51246 ns/op	   17831 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   26138	     47990 ns/op	   17834 B/op	      11 allocs/op
BenchmarkSum/Precomputed/Float64/Delta/100/ComputeAggregation-8          	   24668	     49563 ns/op	   17834 B/op	      11 allocs/op
PASS
ok  	go.opentelemetry.io/otel/sdk/metric/internal/aggregate	1323.595s
